object_number,priref,object_name-term,creator-name,creator.role,creator.qualifier,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,description,title,title-lang,record - Production - production.place - term,record - Dimension - dimension.type - linkdb,dimension.type-term,dimension.unit-term,dimension.value,dimension.part,dimension.notes,dimension.precision,record - institution.name - linkdb,institution.name-address,institution.name,technique-term,technique.part,technique.notes,production.date.notes,dimension.free
,,,"Rubens, Peter Paul",ontwerper,,,,,,,De leeuwenjacht,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,592,,,,,Antwerpen [plaats],,,,,,
,,,"Bolswert, Schelte Adamsz.",uitgever,,,,,,,,,,,,,,,,,,,,,,,,
PK.OP.18926,260412,woodcut (print),"Liefrinck, Hans (I)",graveur,,,,,,"Uitbeelding van een boer die een hen draagt, met erotische toespelingen.",De hennetaster,nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,357,geheel,versneden,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,houtsnede; ingekleurd,,
,, houtsnede (prent),,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,400,geheel,versneden,,,Antwerpen [plaats],,,,,,
PK.OP.19571,260700,ets (prent),"Vellert, Dirck",graveur,,1544,,1544,,,The Deluge,en-US,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),geëtst (drukprocédé),geheel,,signatuur,
,,,,,,,,,,,De zondvloed,,,,,,,,,,,Antwerpen [plaats],,,,kopergravure (techniek),,
PK.OP.20111,261078,copper engraving (visual work),"Vorsterman, Lucas (I)",graveur,,1620,,1620,,De kruisafneming behoort tot de bekendste gravures in de hele Rubens-grafiek. De prent geeft het middenpaneel weer van het beroemde altaarstuk in de kathedraal in Antwerpen.,The Descent from the Cross,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,583,geheel,versneden,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,signatuur,
,, gravure sur cuivre,"Rubens, Peter Paul",ontwerper,,,,,,,De kruisafneming,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,436,geheel,versneden,,,Antwerpen [plaats],,,,,,
,, kopergravure (prent),"Vorsterman, Lucas (I)",printer (person),,,,,,,,,,,,,,,,,,,,,,,,
,,,,drukker,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00107,275673,tekening,"Rubens, Peter Paul",draftsman (artist),,1622,circa,1622,circa,"Deze tekening is een studie van het hoofd in profiel naar links van Henri IV (1553-1610). Rubens maakte de studie ter voorbereiding van de postume voorstelling van Henri IV in het schilderij De presentatie van het portret van Maria de’ Medici aan Henri IV. Het schilderij behoort tot de befaamde Cyclus van Maria de’ Medici, een decoratieprogramma voor het Palais du Luxembourg in Parijs, haar toenmalige verblijf, gerealiseerd door Rubens tussen 1621 en 1625.",Head of Henry IV,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,245,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Tête d'Henri IV,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,240,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Studie van het hoofd van Hendrik IV,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00118,275801,tekening,"Soutman, Pieter Claesz.",draftsman (artist),,1618,,1624,,Deze tekening van de Haarlemse meester Pieter Soutman toont een voorstelling van Cimon en Iphigenia ontleend aan de Decamerone (ca. 1349-1353) van Giovanni Boccaccio (1313-1375). Het blad is doorgriffeld en is vermoedelijk een ontwerp voor een prent die tot op heden niet bekend is. Soutman baseerde dit werk wellicht op een compositie die hij moet gezien hebben in het atelier van Rubens. Zo tonen twee schilderijen van Rubens gelijkenissen met deze compositie.,Cimon en Iphigenia,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,312,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Barrett 2012,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,479,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,"Rubens, Peter Paul",,naar,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00120,275823,tekening,"Dyck, Anthony van",draftsman (artist),,1622,c.,1623,c.,"Van Dyck maakte met dit blad een vrije interpretatie van het schilderij Christus en de overspelige vrouw dat wordt toegeschreven aan Titiaan of zijn atelier. Toen Van Dyck Italië bezocht, bevond het schilderij zich in de collectie van Bartalomeo della Nave in Venetië. Vermoedelijk heeft hij het daar gezien. Aangezien het blad ook technisch zeer sterke gelijkenissen vertoont met tekeningen uit zijn Italiaans schetsboek (British Museum), kunnen we het situeren in Van Dyck’s Italiaanse periode.",Christ and the woman taken in adultery,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,137,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),pen,geheel,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Le Christ et la femme adultère,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,221,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Christus en de overspelige vrouw,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00122,275844,tekening,"Dyck, Anthony van",draftsman (artist),,1618,,1621,,"Dit is de recto van een dubbelzijdig betekend blad. Voor de verso van dit blad, zie: PK.OT.02263.
Deze schets is in verband te brengen met een modello in olieverf op papier voor hetzelfde onderwerp (Ottawa, National Gallery of Canada) dat vandaag wordt toegeschreven aan Jan Boeckhorst (1604-1668). 
",Adam and Eve banished from paradise,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,172,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Adam et Eve chassés du Paradis,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,222,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Adam en Eva verdreven uit het paradijs,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.01250,275878,tekening,"Jode, Pieter de (I)",draftsman (artist),,1622,na,1622,na,"Dit is een voorbereidende tekening voor een prent, die is gegraveerd en uitgegeven door Nicolaes Lauwers. Een afdruk wordt bewaardt in New York, Metropolitan Museum of Art (inv. 49.95.2466). De compositie is geïnspireerd op een gravure van Schelte à Bolswert naar Peter Paul Rubens uit 1622.",The heavenly enthronement of Saint Ignatius and Saint Xavier,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,308,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,"pen en penseel met bister, gehoogd met dekverf (wit)",,
,, Zeichnung,,tekenaar,,,,,,,Couronnement céleste des saints Ignace de Loyola et François-Xavier,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,212,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,De hemelse kroning van de heilige Ignatius en de heilige Xaverius,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.01299,275932,tekening,"Thulden, Theodoor van",draftsman (artist),,1621,,1669,,,De heilige Thomas,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,229,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,"potlood, pen met bister",Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,135,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00134,275976,tekening,"Vos, Paul de",draftsman (artist),toegeschreven aan,1604,,1678,,,Still life with glasses,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,207,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen - O.I. inkt; gewassen,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Nature morte aux verres,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,148,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Stilleven met glazen,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00160,276257,tekening,"Jordaens, Jacob (I)",draftsman (artist),,1638,,1638,,"De tekening is gemaakt ter voorbereiding van een wandtapijtenreeks Spreekwoorden. De uiteindelijke tapijtenreeks bestond uit acht stukken waarvoor Jordaens in 1644 de patronen leverde aan enkele Brusselse wevers. Verscheidene tapijten uit de reeks werden in 1647 gekocht door Aartshertog Leopold-Willem, landvoogd van de Spaanse Nederlanden. De reeks bevindt zich nu in het Museo Diocesano te Terragona in Spanje. Daarnaast bestaat er  in het Zornmuseet in Zweden (ZKO 141) nog een schilderij naar deze compositie dat wordt toegeschreven aan het atelier van Jordaens. Ten slotte maakte Jordaens een figuurstudie van de jonge vrouw die ook in het Antwerpse Prentenkabinet bewaard wordt (inv. nr. PK. OT. 00162).",The pitcher goes so often to the well that it is broken at last,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,270,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,signatuur,
,, Zeichnung,,tekenaar,,,,,,,De kruik gaat zolang te water tot zij breekt,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,313,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00161,276268,tekening,Jacob Jordaens I,draftsman (artist),,1653,c.,1653,c.,"Het huwelijk door bloedmenging tussen Cleopatra en Marcus Antonius  werd in de kunstgeschiedenis slechts zeer uitzonderlijk in beeld gebracht. Volgens d’Hulst (1974) zijn de verhoudingen van dit blad in overeenstemming met die van de schilderijen De dood van Cleopatra, bewaard in de Staatliche Museen te Kassel en Het banket van Cleopatra, in de Hermitage in Sint- Petersburg, waardoor deze tekening in verband zou kunnen staan met deze werken (beide 1653 gedateerd) die mogelijk deel uitmaken van een grotere groep schilderijen die thema’s behandelden uit het leven van Cleopatra en Marcus Antonius. Er is echter geen schilderij met een zelfde compositie als de tekening van Jordaens gekend.",Het huwelijk van Cleopatra en Marcus Antonius,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,217,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,link met andere werken,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,197,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00163,276287,tekening,"Jordaens, Jacob (I)",draftsman (artist),,1640,kort voor februari 1640,1640,,"Dit is een raamvertelling uit Apuleius’ Ausinus aureus. In 1639 en 1640 werkte Jordaens aan de Geschiedenis van Amor en Psyche, een reeks van 22 schilderijen bestemd voor de versiering van de slaapkamer van de koningin van Engeland, Henrietta Maria, in Queen’s House te Greenwich. Uit documenten blijkt dat in februari 1640 een modello voor een tafereel uit deze reeks, Psyche getroost door Pan, ter goedkeuring werd voorgelegd aan de Engelse koning Karel I. Naar alle waarschijnlijkheid gaat het om het blad uit het Antwerpse Prentenkabinet. Een Psyche getroost door Pan werd trouwens als eerste schilderij uit de reeks op 31 mei 1640 naar Engeland verstuurd (in een private collectie bestaat er een schilderij van dit thema, maar deze toeschrijving is heel onzeker).",Psyche door Pan getroost,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,282,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,367,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00180,276468,tekening,"Diepenbeeck, Abraham van",draftsman (artist),toegeschreven aan,1622,,1675,,In een interieur zit vooraan links een man (rugzicht) geknield te bidden voor een altaartje. Rechts verschijnt een heilige.,Heilige verschijning,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,187,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,149,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00217,276873,tekening,"Quellinus, Erasmus (II)",draftsman (artist),,1633,,1678,,,De verrezen Christus berouwvol aanbeden,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,277,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,200,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00223,276939,tekening,"Francken, Frans (II)",draftsman (artist),,1599,,1642,,cfr. schilderij 'De Israëlieten bij de sarcofaag van Jozef' in Braunschweig.,De Israëlieten bij de sarcofaag van Jozef,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,223,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,bisterwas,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Study for the Crossing of the Red Sea,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,344,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Étude pour Le passage de la Mer Rouge,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.02235,276944,tekening,"Bol, Hans",draftsman (artist),,1573,,1573,,,Jezus verschijnt aan zijn leerlingen bij het meer van Tiberias,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,177,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,pen in bruin met purper gewassen,signatuur,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,253,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00371,277106,tekening,"Veen, Otto van",draftsman (artist),,1610,,1610,,"De titel staat in een ovale cartouche, met daarboven de personificaties van Oratio, Contemplatio en Studium; Ontwerptekening voor de reeks 'Vita D. Thomae Aquinatis', frontispice.",Vita D. Thomae Aquinatis,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,215,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen,signatuur,
,, Zeichnung,,tekenaar,,,,,,"Title written in an oval cartouche at centre, surmounted by three female personifications of Oratory, Contemplation and Study.",,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,153,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,"Encadrement ovale porté par deux anges, et sur lequel se trouvent les figures symboliques Contemplatio, Oratio, Studium.",,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00529,277279,tekening,"Jordaens, Jacob I",draftsman (artist),,1630,c.,1635,c.,"D’Hulst (1974, pp. 174-176) associeerde dit blad met een grotere reeks gebeurtenissen uit de Odyssee, die door Jordaens omstreeks 1630-1635 in beeld werden gebracht. Hij lokaliseerde vier andere ontwerptekeningen, tien schilderijen en twee tapijtreeksen die hiermee in verband staan. In tegenstelling tot de andere ontwerptekeningen, kan aan de compositie van deze tekening geen schilderij, noch wandtapijt gelinkt worden.",Odysseus's ship stocked with provisions by Calypso,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,237,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,literatuur,
,, Zeichnung,,tekenaar,,,,,,,Le vaisseau d'Ulysse ravitaillé par Calypso,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,291,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,Het schip van Odysseus door Calypso bevoorraad,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00538,277286,tekening,Meester van de boerderijlandschappen,,,1609,,1610,,"Dit blad behoort tot een groep van twaalf tekeningen die gezichten uit de omgeving van Antwerpen tonen waarbij sommige op de keerzijde in een 17de-eeuws handschrift topografisch zijn gesitueerd (voor een overzicht zie Adler 1982, cat. 2-13). Enkele zijn daarbij ook in 1606, 1609 of 1610 gedateerd. Vroeger werd het merendeel van deze tekeningen aan Rubens toegeschreven, maar deze toeschrijving werd omwille van de datering en de stijl door meerdere Rubens experten betwist. In de ruime discussie in de literatuur zijn ook de namen van Gillis Peeters (1612-1653), Jan Wildens (1584-1653) en Gillis Claesz. De Hondecoeter (1575-1638) gevallen.",Inn near to Luithagen,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,237,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,literatuur,
,, Zeichnung,"Rubens, Peter Paul",draftsman (artist),verworpen toeschrijving,,,,,,Ferme à proximité de Luithagen,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,488,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,tekenaar,,,,,,,Hoeve nabij Luithagen,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00573,277324,tekening,"Diepenbeeck, Abraham van",draftsman (artist),,1622,,1675,,Er bestaat een gelijkaardig schilderij waarbij in de omlijsting een portret van een bisschop staat.,Ontwerp voor een thesisblad,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,328,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,"pen, bister, raas",Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,426,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00693,277455,tekening,"Verbruggen, Pieter (II)",draftsman (artist),,1660,,1691,,,Ontwerp voor een grafsteen,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,294,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen & potlood,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Design for a gravestone,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,189,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00717,277483,tekening,"Jordaens, Jacob (I)",draftsman (artist),,1617,,1618,,"Dit is recto van PK.OT.02278.
Deze compositieschets maakte Jordaens ter voorbereiding van het schilderij Mozes slaat water uit de rotsen in de collectie van de Staatliche Kunsthalle in Karlsruhe. Een iets vroegere schets bevindt zich in de collectie van het Victoria and Albert Museum in Londen (inv. Dyce 531).",Moses smiting water out of the rock,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,204,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,"penseel, sepia, grijze dekverf",link met schilderij,
,, Zeichnung,,tekenaar,,,,,,,Mozes slaat water uit de rots,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,339,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00076,277530,tekening,"Vos, Maerten de",draftsman (artist),,1550,,1603,,,Allegorische voorstelling van Europa,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,290,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,penseel en lavis in bister,Periode van werkzaamheid,
,, Zeichnung,,tekenaar,,,,,,,Europa,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,193,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OT.00826,277601,tekening,onbekend,draftsman (artist),,1547,,1547,,"Tekst op de tekening: Dit is de figuur van de Vysch diet  t..mont ist anghecom¯ op den vij dach in mey Jnt jar ons heeren MVc   en xlvij Jtem vant oghe off tot De naes toe xiiij voet lanck Jtem vant oghe off tot de vynne toe vj voet \\ lanck ende die vyn vvas lanck vj voet\\

Jtem van de een kaecke tot de andre toe xvj lanck ende Die kaecken vvaren x voet breet\\
Jtem van syn naeuel toe De start toe xxv voet lanck ende de start vvas xvj voet breet\\
Jtem dese vysch vvas lanck lxxv voet elck voet van\\ 
elf Duim ende vvas Dycke xxxviij voet
Tekening van vinvis die in 1547 aanspoelde te Egmond

Bij de tekening bewaard: reproductie",Aangespoelde vinvis te Egmond,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,300,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),getekend,geheel,pen,signatuur,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,815,geheel,,,,Antwerpen [plaats],,,geheel,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,geaquarelleerd,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
,, watercolors (paintings),,,,,,,,,,,,,,,,,,,,,,,,,,
,, aquarel,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OP.13002,282173,copper engraving (visual work),"Galle, Theodoor",uitgever,,1595,,1633,,Uit de reeks: 'Voorstelling van paleizen' (PK.OP.13002 - PK.OP.13003; PK.OP.13360 - PK.OP.13372),Fontein op het plein van een paleis,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,172,plaatrand,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,Periode van werkzaamheid,
,, gravure sur cuivre,"Vredeman de Vries, Hans",ontwerper,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,245,plaatrand,,,,Antwerpen [plaats],,,,,,
,, kopergravure (prent),,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,249,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,175,geheel,,,,,,,,,,
PK.OP.14087,283084,woodcut (print),"Jegher, Christoffel",graveur,,1627,,1653,,Enige bewaard gebleven proefdruk van Suzanna en een deel van de twee grijsaards.,Susanna and the Elders,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,324,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),houtsnede (drukprocédé),geheel,,Periode van werkzaamheid,
,, houtsnede (prent),"Rubens, Peter Paul",ontwerper,,,,,,,Suzanna en de grijsaards,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,236,geheel,,,,Antwerpen [plaats],,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,410,geheel,afmeting met inlay,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,310,geheel,afmeting met inlay,,,,,,,,,
PK.OP.19072,284080,woodcut (print),"Molijns, Jan (I)",graveur,,1540,ca.,1550,ca.,,Portret van paus Paulus III,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,565,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),houtsnede (drukprocédé),geheel,"ingekleurde ets, aquarel, aquatint",literatuur,
,, houtsnede (prent),"Liefrinck, Hans (I)",uitgever,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,408,geheel,,,,Antwerpen [plaats],,,,,,
PK.OP.20158,284335,woodcut (print),"Jegher, Christoffel",graveur,,1630,circa,1630,circa,Belangrijke voorbereidende tekeningen in het Department of Drawings van het Metropolitan Museum of Art New York (inv.nrs. 58.96.1 en 58.96.2),De liefdestuin,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,462,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),houtsnede (drukprocédé),geheel,,literatuur,
,, houtsnede (prent),"Rubens, Peter Paul",ontwerper,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,1177,geheel,,,,Antwerpen [plaats],,,,,,
